utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,smly.started,text_3.started,smly.stopped,text_3.stopped,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,key_resp.keys,sadl.started,smlyl.started,smlyl.stopped,text_2.started,sadl.stopped,text_2.stopped,key_resp.rt,text_9.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Roll Number,Name,date,expName,psychopyVersion,frameRate,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,108.20580550003797,108.20580550003797,108.20580550003797,108.20580550003797,108.20580550003797,108.20580550003797,108.20580550003797,108.20580550003797,108.20580550003797,,,,,,,,,,w,108.30266460007988,108.30266460007988,108.70614319993183,108.30266460007988,108.30266460007988,108.70614319993183,0.08986059995368123,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,108.70614319993183,108.70614319993183,108.70614319993183,108.70614319993183,108.70614319993183,108.70614319993183,108.70614319993183,108.70614319993183,108.70614319993183,,,,,,,,,,o,108.90677449991927,108.90677449991927,109.31026190007105,108.90677449991927,108.90677449991927,109.31026190007105,0.19395049987360835,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,109.31026190007105,109.31026190007105,109.31026190007105,109.31026190007105,109.31026190007105,109.31026190007105,109.31026190007105,109.31026190007105,109.31026190007105,,,,,,,,,,q,109.47825619997457,109.47825619997457,109.88645170000382,109.47825619997457,109.47825619997457,109.88645170000382,0.16043830011039972,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,109.88645170000382,109.88645170000382,109.88645170000382,109.88645170000382,109.88645170000382,109.88645170000382,109.88645170000382,109.88645170000382,109.88645170000382,,,,,,,,,,p,110.08731450000778,110.08731450000778,110.49060419993475,110.08731450000778,110.08731450000778,110.49060419993475,0.18989500007592142,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,110.49060419993475,110.49060419993475,110.49060419993475,110.49060419993475,110.49060419993475,110.49060419993475,110.49060419993475,110.49060419993475,110.49060419993475,,,,,,,,,,q,110.70589250000194,110.70589250000194,111.10906059993431,110.70589250000194,110.70589250000194,111.10906059993431,0.20724739995785058,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,111.10906059993431,111.10906059993431,111.10906059993431,111.10906059993431,111.10906059993431,111.10906059993431,111.10906059993431,111.10906059993431,111.10906059993431,,,,,,,,,,o,111.61467269994318,111.61467269994318,112.01870919996873,111.61467269994318,111.61467269994318,112.01870919996873,0.4987902999855578,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,112.01870919996873,112.01870919996873,112.01870919996873,112.01870919996873,112.01870919996873,112.01870919996873,112.01870919996873,112.01870919996873,112.01870919996873,,,,,,,,,,q,112.11616629990749,112.11616629990749,112.51861270004883,112.11616629990749,112.11616629990749,112.51861270004883,0.09033079980872571,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,112.51861270004883,112.51861270004883,112.51861270004883,112.51861270004883,112.51861270004883,112.51861270004883,112.51861270004883,112.51861270004883,112.51861270004883,,,,,,,,,,q,112.59492309996858,112.59492309996858,112.99820889998227,112.59492309996858,112.59492309996858,112.99820889998227,0.06759759993292391,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,112.99820889998227,112.99820889998227,112.99820889998227,112.99820889998227,112.99820889998227,112.99820889998227,112.99820889998227,112.99820889998227,112.99820889998227,,,,,,,,,,w,113.04012729995884,113.04012729995884,113.44198130001314,113.04012729995884,113.04012729995884,113.44198130001314,0.03305020020343363,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,113.44198130001314,113.44198130001314,113.44198130001314,113.44198130001314,113.44198130001314,113.44198130001314,113.44198130001314,113.44198130001314,113.44198130001314,,,,,,,,,,p,113.56670089997351,113.56670089997351,113.970159499906,113.56670089997351,113.56670089997351,113.970159499906,0.11769909993745387,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,113.970159499906,113.970159499906,113.970159499906,113.970159499906,113.970159499906,113.970159499906,113.970159499906,113.970159499906,113.970159499906,,,,,,,,,,o,114.0889588999562,114.0889588999562,114.49104200000875,114.0889588999562,114.0889588999562,114.49104200000875,0.10677650012075901,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,114.49104200000875,114.49104200000875,114.49104200000875,114.49104200000875,114.49104200000875,114.49104200000875,114.49104200000875,114.49104200000875,114.49104200000875,,,,,,,,,,q,114.81071180012077,114.81071180012077,115.21335209999233,114.81071180012077,114.81071180012077,115.21335209999233,0.3106030998751521,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,115.21335209999233,115.21335209999233,115.21335209999233,115.21335209999233,115.21335209999233,115.21335209999233,115.21335209999233,115.21335209999233,115.21335209999233,,,,,,,,,,p,115.26208620006219,115.26208620006219,115.66409890004434,115.26208620006219,115.26208620006219,115.66409890004434,0.04115479998290539,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,115.66409890004434,115.66409890004434,115.66409890004434,115.66409890004434,115.66409890004434,115.66409890004434,115.66409890004434,115.66409890004434,115.66409890004434,,,,,,,,,,w,115.71169589995407,115.71169589995407,116.11625730013475,115.71169589995407,115.71169589995407,116.11625730013475,0.035261400043964386,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,116.11625730013475,116.11625730013475,116.11625730013475,116.11625730013475,116.11625730013475,116.11625730013475,116.11625730013475,116.11625730013475,116.11625730013475,,,,,,,,,,o,116.52626270009205,116.52626270009205,116.92887030006386,116.52626270009205,116.52626270009205,116.92887030006386,0.40074860001914203,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,116.92887030006386,116.92887030006386,116.92887030006386,116.92887030006386,116.92887030006386,116.92887030006386,116.92887030006386,116.92887030006386,116.92887030006386,,,,,,,,,,p,117.32425820012577,117.32425820012577,117.72677200008184,117.32425820012577,117.32425820012577,117.72677200008184,0.38221700000576675,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,117.72677200008184,117.72677200008184,117.72677200008184,117.72677200008184,117.72677200008184,117.72677200008184,117.72677200008184,117.72677200008184,117.72677200008184,,,,,,,,,,w,117.8860744999256,117.8860744999256,118.29058400006033,117.8860744999256,117.8860744999256,118.29058400006033,0.14857110008597374,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,118.29058400006033,118.29058400006033,118.29058400006033,118.29058400006033,118.29058400006033,118.29058400006033,118.29058400006033,118.29058400006033,118.29058400006033,,,,,,,,,,o,118.62922260002233,118.62922260002233,119.03210550011136,118.62922260002233,118.62922260002233,119.03210550011136,0.32790919998660684,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,119.03210550011136,119.03210550011136,119.03210550011136,119.03210550011136,119.03210550011136,119.03210550011136,119.03210550011136,119.03210550011136,119.03210550011136,,,,,,,,,,q,119.13605939992703,119.13605939992703,119.53932270011865,119.13605939992703,119.13605939992703,119.53932270011865,0.09687380003742874,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,119.53932270011865,119.53932270011865,119.53932270011865,119.53932270011865,119.53932270011865,119.53932270011865,119.53932270011865,119.53932270011865,119.53932270011865,,,,,,,,,,p,119.62971900007688,119.62971900007688,120.03233369998634,119.62971900007688,119.62971900007688,120.03233369998634,0.07924470002762973,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,120.03233369998634,120.03233369998634,120.03233369998634,120.03233369998634,120.03233369998634,120.03233369998634,120.03233369998634,120.03233369998634,120.03233369998634,,,,,,,,,,w,120.45625240006484,120.45625240006484,120.858582300134,120.45625240006484,120.45625240006484,120.858582300134,0.4166723000817001,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,120.858582300134,120.858582300134,120.858582300134,120.858582300134,120.858582300134,120.858582300134,120.858582300134,120.858582300134,120.858582300134,,,,,,,,,,o,121.13622070010751,121.13622070010751,121.53900990006514,121.13622070010751,121.13622070010751,121.53900990006514,0.27067979983985424,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,121.53900990006514,121.53900990006514,121.53900990006514,121.53900990006514,121.53900990006514,121.53900990006514,121.53900990006514,121.53900990006514,121.53900990006514,,,,,,,,,,q,121.74002559995279,121.74002559995279,122.14342510001734,121.74002559995279,121.74002559995279,122.14342510001734,0.19375579990446568,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,122.14342510001734,122.14342510001734,122.14342510001734,122.14342510001734,122.14342510001734,122.14342510001734,122.14342510001734,122.14342510001734,122.14342510001734,,,,,,,,,,p,122.24662180012092,122.24662180012092,122.65089370007627,122.24662180012092,122.24662180012092,122.65089370007627,0.0905343999620527,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,122.65089370007627,122.65089370007627,122.65089370007627,122.65089370007627,122.65089370007627,122.65089370007627,122.65089370007627,122.65089370007627,122.65089370007627,,,,,,,,,,w,122.68524009990506,122.68524009990506,123.0883178000804,122.68524009990506,122.68524009990506,123.0883178000804,0.022874000016599894,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,123.0883178000804,123.0883178000804,123.0883178000804,123.0883178000804,123.0883178000804,123.0883178000804,123.0883178000804,123.0883178000804,123.0883178000804,,,,,,,,,,o,123.14975480013527,123.14975480013527,123.55378339998424,123.14975480013527,123.14975480013527,123.55378339998424,0.05303140007890761,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,123.55378339998424,123.55378339998424,123.55378339998424,123.55378339998424,123.55378339998424,123.55378339998424,123.55378339998424,123.55378339998424,123.55378339998424,,,,,,,,,,q,123.94846699992195,123.94846699992195,124.35165160009637,123.94846699992195,123.94846699992195,124.35165160009637,0.38666530000045896,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,124.35165160009637,124.35165160009637,124.35165160009637,124.35165160009637,124.35165160009637,124.35165160009637,124.35165160009637,124.35165160009637,124.35165160009637,,,,,,,,,,p,124.50526229990646,124.50526229990646,124.90752839995548,124.50526229990646,124.50526229990646,124.90752839995548,0.1468393001705408,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,124.90752839995548,124.90752839995548,124.90752839995548,124.90752839995548,124.90752839995548,124.90752839995548,124.90752839995548,124.90752839995548,124.90752839995548,,,,,,,,,,w,125.01884189993143,125.01884189993143,125.4210308000911,125.01884189993143,125.01884189993143,125.4210308000911,0.1000885998364538,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,125.4210308000911,125.4210308000911,125.4210308000911,125.4210308000911,125.4210308000911,125.4210308000911,125.4210308000911,125.4210308000911,125.4210308000911,,,,,,,,,,o,125.49111760011874,125.49111760011874,125.89328680001199,125.49111760011874,125.49111760011874,125.89328680001199,0.06070409994572401,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,125.89328680001199,125.89328680001199,125.89328680001199,125.89328680001199,125.89328680001199,125.89328680001199,125.89328680001199,125.89328680001199,125.89328680001199,,,,,,,,,,q,126.11579790012911,126.11579790012911,126.51835769996978,126.11579790012911,126.11579790012911,126.51835769996978,0.2137184999883175,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,126.51835769996978,126.51835769996978,126.51835769996978,126.51835769996978,126.51835769996978,126.51835769996978,126.51835769996978,126.51835769996978,126.51835769996978,,,,,,,,,,p,126.7195051999297,126.7195051999297,127.12259280006401,126.7195051999297,126.7195051999297,127.12259280006401,0.19436849979683757,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,127.12259280006401,127.12259280006401,127.12259280006401,127.12259280006401,127.12259280006401,127.12259280006401,127.12259280006401,127.12259280006401,127.12259280006401,,,,,,,,,,w,127.30975600006059,127.30975600006059,127.7132578000892,127.30975600006059,127.30975600006059,127.7132578000892,0.17851830017752945,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,127.7132578000892,127.7132578000892,127.7132578000892,127.7132578000892,127.7132578000892,127.7132578000892,127.7132578000892,127.7132578000892,127.7132578000892,,,,,,,,,,o,127.83070240006782,127.83070240006782,128.23360559996217,127.83070240006782,127.83070240006782,128.23360559996217,0.11054540006443858,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,128.23360559996217,128.23360559996217,128.23360559996217,128.23360559996217,128.23360559996217,128.23360559996217,128.23360559996217,128.23360559996217,128.23360559996217,,,,,,,,,,q,128.4482766999863,128.4482766999863,128.85185849992558,128.4482766999863,128.4482766999863,128.85185849992558,0.20374909997917712,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,128.85185849992558,128.85185849992558,128.85185849992558,128.85185849992558,128.85185849992558,128.85185849992558,128.85185849992558,128.85185849992558,128.85185849992558,,,,,,,,,,p,128.8964831000194,128.8964831000194,129.303216899978,128.8964831000194,128.8964831000194,129.303216899978,0.03208939987234771,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,129.303216899978,129.303216899978,129.303216899978,129.303216899978,129.303216899978,129.303216899978,129.303216899978,129.303216899978,129.303216899978,,,,,,,,,,w,129.46229110006243,129.46229110006243,129.86551859998144,129.46229110006243,129.46229110006243,129.86551859998144,0.1530089001171291,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,129.86551859998144,129.86551859998144,129.86551859998144,129.86551859998144,129.86551859998144,129.86551859998144,129.86551859998144,129.86551859998144,129.86551859998144,,,,,,,,,,o,129.93483990011737,129.93483990011737,130.3378558999393,129.93483990011737,129.93483990011737,130.3378558999393,0.0572800999507308,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,130.3378558999393,130.3378558999393,130.3378558999393,130.3378558999393,130.3378558999393,130.3378558999393,130.3378558999393,130.3378558999393,130.3378558999393,,,,,,,,,,q,130.77482799999416,130.77482799999416,131.17837770003825,130.77482799999416,130.77482799999416,131.17837770003825,0.4272843000944704,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,59,0,59,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,131.17837770003825,131.17837770003825,131.17837770003825,131.17837770003825,131.17837770003825,131.17837770003825,131.17837770003825,131.17837770003825,131.17837770003825,,,,,,,,,,q,131.30212359991856,131.30212359991856,131.70327370008454,131.30212359991856,131.30212359991856,131.70327370008454,0.11607090011239052,131.70327370008454,131.70327370008454,space,2.7919042001012713,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,134.5043562001083,134.5043562001083,134.5043562001083,134.5043562001083,134.5043562001083,134.5043562001083,134.5043562001083,134.5043562001083,134.5043562001083,,,,,,,,,,q,135.05952259991318,135.05952259991318,135.4631085000001,135.05952259991318,135.05952259991318,135.4631085000001,0.5430589001625776,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,135.4631085000001,135.4631085000001,135.4631085000001,135.4631085000001,135.4631085000001,135.4631085000001,135.4631085000001,135.4631085000001,135.4631085000001,,,,,,,,,,w,135.70542340003885,135.70542340003885,136.10904140002094,135.70542340003885,135.70542340003885,136.10904140002094,0.23447729996405542,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,136.10904140002094,136.10904140002094,136.10904140002094,136.10904140002094,136.10904140002094,136.10904140002094,136.10904140002094,136.10904140002094,136.10904140002094,,,,,,,,,,w,136.34990580007434,136.34990580007434,136.7543963000644,136.34990580007434,136.34990580007434,136.7543963000644,0.23581649991683662,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,136.7543963000644,136.7543963000644,136.7543963000644,136.7543963000644,136.7543963000644,136.7543963000644,136.7543963000644,136.7543963000644,136.7543963000644,,,,,,,,,,o,136.84565560007468,136.84565560007468,137.24780700006522,136.84565560007468,136.84565560007468,137.24780700006522,0.08142800000496209,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,137.24780700006522,137.24780700006522,137.24780700006522,137.24780700006522,137.24780700006522,137.24780700006522,137.24780700006522,137.24780700006522,137.24780700006522,,,,,,,,,,q,137.3036156001035,137.3036156001035,137.70587250008248,137.3036156001035,137.3036156001035,137.70587250008248,0.048519999952986836,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,137.70587250008248,137.70587250008248,137.70587250008248,137.70587250008248,137.70587250008248,137.70587250008248,137.70587250008248,137.70587250008248,137.70587250008248,,,,,,,,,,w,138.11669760011137,138.11669760011137,138.51867519994266,138.11669760011137,138.11669760011137,138.51867519994266,0.39974899985827506,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,138.51867519994266,138.51867519994266,138.51867519994266,138.51867519994266,138.51867519994266,138.51867519994266,138.51867519994266,138.51867519994266,138.51867519994266,,,,,,,,,,o,138.58824419998564,138.58824419998564,138.99061820004135,138.58824419998564,138.58824419998564,138.99061820004135,0.060890099965035915,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,138.99061820004135,138.99061820004135,138.99061820004135,138.99061820004135,138.99061820004135,138.99061820004135,138.99061820004135,138.99061820004135,138.99061820004135,,,,,,,,,,q,139.0851924000308,139.0851924000308,139.49053409998305,139.0851924000308,139.0851924000308,139.49053409998305,0.08520700014196336,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,139.49053409998305,139.49053409998305,139.49053409998305,139.49053409998305,139.49053409998305,139.49053409998305,139.49053409998305,139.49053409998305,139.49053409998305,,,,,,,,,,p,139.5454852001276,139.5454852001276,139.94881510012783,139.5454852001276,139.5454852001276,139.94881510012783,0.04297429998405278,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,139.94881510012783,139.94881510012783,139.94881510012783,139.94881510012783,139.94881510012783,139.94881510012783,139.94881510012783,139.94881510012783,139.94881510012783,,,,,,,,,,w,139.98370600002818,139.98370600002818,140.38649219996296,139.98370600002818,139.98370600002818,140.38649219996296,0.02801580005325377,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,140.38649219996296,140.38649219996296,140.38649219996296,140.38649219996296,140.38649219996296,140.38649219996296,140.38649219996296,140.38649219996296,140.38649219996296,,,,,,,,,,o,140.42053749994375,140.42053749994375,140.82571720005944,140.42053749994375,140.42053749994375,140.82571720005944,0.021651499904692173,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,140.82571720005944,140.82571720005944,140.82571720005944,140.82571720005944,140.82571720005944,140.82571720005944,140.82571720005944,140.82571720005944,140.82571720005944,,,,,,,,,,q,141.21940480009653,141.21940480009653,141.62307709991,141.21940480009653,141.21940480009653,141.62307709991,0.38153809984214604,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,141.62307709991,141.62307709991,141.62307709991,141.62307709991,141.62307709991,141.62307709991,141.62307709991,141.62307709991,141.62307709991,,,,,,,,,,p,141.70582000003196,141.70582000003196,142.10865670000203,141.70582000003196,141.70582000003196,142.10865670000203,0.07576529984362423,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,142.10865670000203,142.10865670000203,142.10865670000203,142.10865670000203,142.10865670000203,142.10865670000203,142.10865670000203,142.10865670000203,142.10865670000203,,,,,,,,,,w,142.15078029991128,142.15078029991128,142.55307450005785,142.15078029991128,142.15078029991128,142.55307450005785,0.03513319999910891,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,142.55307450005785,142.55307450005785,142.55307450005785,142.55307450005785,142.55307450005785,142.55307450005785,142.55307450005785,142.55307450005785,142.55307450005785,,,,,,,,,,o,142.5738180000335,142.5738180000335,142.97679989994504,142.5738180000335,142.5738180000335,142.97679989994504,0.010684400098398328,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,142.97679989994504,142.97679989994504,142.97679989994504,142.97679989994504,142.97679989994504,142.97679989994504,142.97679989994504,142.97679989994504,142.97679989994504,,,,,,,,,,p,143.3791734999977,143.3791734999977,143.78238869993947,143.3791734999977,143.3791734999977,143.78238869993947,0.3898732999805361,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,143.78238869993947,143.78238869993947,143.78238869993947,143.78238869993947,143.78238869993947,143.78238869993947,143.78238869993947,143.78238869993947,143.78238869993947,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,None,144.78042350010946,144.78042350010946,144.78042350010946,144.78042350010946,145.1859399001114,145.1859399001114,,,,,,fdf,fcg,2023-04-12_21h07.04.498,bandit task,2022.2.5,143.95946113609287,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.1859399001114,145.1859399001114,145.1859399001114,145.1859399001114,145.1859399001114,145.1859399001114,145.1859399001114,145.1859399001114,145.1859399001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
