utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,smly.started,text_3.started,smly.stopped,text_3.stopped,text_8.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,Roll Number,Name,date,expName,psychopyVersion,frameRate,
108,0,108,0,,,,,,,,,97.17306169998483,97.17306169998483,97.17306169998483,97.17306169998483,97.17306169998483,q,0.5647797000128776,97.75568860000931,97.75568860000931,,,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
109,0,109,0,,,,,,,,,98.17243109998526,98.17243109998526,98.17243109998526,98.17243109998526,98.17243109998526,q,0.19564309998531826,98.38692550000269,98.38692550000269,98.78837570000906,98.78837570000906,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
110,0,110,0,,,,,,,,,98.78837570000906,98.78837570000906,98.78837570000906,98.78837570000906,98.78837570000906,q,0.19393359997775406,99.00361069999053,99.00361069999053,99.40500959998462,99.40500959998462,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
111,0,111,0,,,,,,,,,99.40500959998462,99.40500959998462,99.40500959998462,99.40500959998462,99.40500959998462,q,0.1832562999916263,99.60305370000424,99.60305370000424,100.0046857999987,100.0046857999987,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
112,0,112,0,,,,,,,,,100.0046857999987,100.0046857999987,100.0046857999987,100.0046857999987,100.0046857999987,q,0.19735319999745116,100.21982100000605,100.21982100000605,100.62223269999959,100.62223269999959,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
113,0,113,0,,,,,,,,,100.62223269999959,100.62223269999959,100.62223269999959,100.62223269999959,100.62223269999959,q,0.08795889999601059,100.75182689999929,100.75182689999929,,,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
114,0,114,0,,,,,,,,,101.15437750000274,101.15437750000274,101.15437750000274,101.15437750000274,101.15437750000274,q,0.20459119998849928,101.3858457999886,101.3858457999886,101.80236209998839,101.80236209998839,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
115,0,115,0,,,,,,,,,101.80236209998839,101.80236209998839,101.80236209998839,101.80236209998839,101.80236209998839,q,0.22774410000420175,102.05236840000725,102.05236840000725,102.45347079998464,102.45347079998464,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
116,0,116,0,,,,,,,,,102.45347079998464,102.45347079998464,102.45347079998464,102.45347079998464,102.45347079998464,q,0.16983920001075603,102.6515769000107,102.6515769000107,103.05336759999045,103.05336759999045,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
117,0,117,0,,,,,,,,,103.05336759999045,103.05336759999045,103.05336759999045,103.05336759999045,103.05336759999045,q,0.1338441999978386,103.22338549999404,103.22338549999404,,,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
118,0,118,0,,,,,,,,,103.63613749999786,103.63613749999786,103.63613749999786,103.63613749999786,103.63613749999786,q,0.10690670000622049,103.76768129999982,103.76768129999982,104.16986200000974,104.16986200000974,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
119,0,119,0,,,,,,,,,104.16986200000974,104.16986200000974,104.16986200000974,104.16986200000974,104.16986200000974,q,0.13884109997889027,104.33405090001179,104.33405090001179,104.73539119999623,104.73539119999623,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
120,0,120,0,,,,,,,,,104.73539119999623,104.73539119999623,104.73539119999623,104.73539119999623,104.73539119999623,q,0.5719324999954551,105.33380260001286,105.33380260001286,105.73532979999436,105.73532979999436,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
121,0,121,0,,,,,,,,,105.73532979999436,105.73532979999436,105.73532979999436,105.73532979999436,105.73532979999436,q,3.5097961999999825,109.2650250000006,109.2650250000006,109.6673798999982,109.6673798999982,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
122,0,122,0,,,,,,,,,109.6673798999982,109.6673798999982,109.6673798999982,109.6673798999982,109.6673798999982,q,0.6091035999706946,110.29797559999861,110.29797559999861,110.69867260000319,110.69867260000319,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
123,0,123,0,,,,,,,,,110.69867260000319,110.69867260000319,110.69867260000319,110.69867260000319,110.69867260000319,q,0.2399747000017669,110.97966939999606,110.97966939999606,,,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
124,0,124,0,,,,,,,,,111.38293230001,111.38293230001,111.38293230001,111.38293230001,111.38293230001,q,0.17270389999612235,111.5806106000091,111.5806106000091,111.98211049998645,111.98211049998645,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
125,0,125,0,,,,,,,,,111.98211049998645,111.98211049998645,111.98211049998645,111.98211049998645,111.98211049998645,q,0.15888709999853745,112.16344329999993,112.16344329999993,112.56497179999133,112.56497179999133,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
126,0,126,0,,,,,,,,,112.56497179999133,112.56497179999133,112.56497179999133,112.56497179999133,112.56497179999133,q,0.20342669999809004,112.79717490001349,112.79717490001349,113.19735020000371,113.19735020000371,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
127,0,127,0,,,,,,,,,113.19735020000371,113.19735020000371,113.19735020000371,113.19735020000371,113.19735020000371,q,0.1462761999864597,113.36360159999458,113.36360159999458,113.76403240000946,113.76403240000946,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
128,0,128,0,,,,,,,,,113.76403240000946,113.76403240000946,113.76403240000946,113.76403240000946,113.76403240000946,q,0.2159731000137981,113.99583540001186,113.99583540001186,114.39786840000306,114.39786840000306,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
129,0,129,0,,,,,,,,,114.39786840000306,114.39786840000306,114.39786840000306,114.39786840000306,114.39786840000306,q,0.10436029999982566,114.52948820000165,114.52948820000165,114.93044860000373,114.93044860000373,,,,,,,2023-04-12_11h21.35.969,bandit task,2022.2.5,59.58662374766248,
,,,,,,,,,,,,114.93044860000373,114.93044860000373,114.93044860000373,114.93044860000373,114.93044860000373,q,0.21419650001917034,115.1617707000114,115.1617707000114,,,,,,,,,,,,,
