utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,sad1.started,text_3.started,sad1.stopped,text_3.stopped,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,key_resp.keys,key_resp.rt,clk.started,clk.stopped,sad.started,text_2.started,sad.stopped,text_2.stopped,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,75.37371279997751,75.37371279997751,75.37371279997751,75.37371279997751,75.37371279997751,75.37371279997751,75.37371279997751,75.37371279997751,75.37371279997751,q,0.2757510000374168,75.65678830002435,75.65678830002435,75.65678830002435,75.65678830002435,76.06106050009839,76.06106050009839,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,76.06106050009839,76.06106050009839,76.06106050009839,76.06106050009839,76.06106050009839,76.06106050009839,76.06106050009839,76.06106050009839,76.06106050009839,p,0.2347160999197513,76.3038856999483,76.3038856999483,76.3038856999483,76.3038856999483,76.7069522999227,76.7069522999227,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,76.7069522999227,76.7069522999227,76.7069522999227,76.7069522999227,76.7069522999227,76.7069522999227,76.7069522999227,76.7069522999227,76.7069522999227,q,0.1687827999703586,76.88653780007735,76.88653780007735,76.88653780007735,76.88653780007735,77.2899955001194,77.2899955001194,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,77.2899955001194,77.2899955001194,77.2899955001194,77.2899955001194,77.2899955001194,77.2899955001194,77.2899955001194,77.2899955001194,77.2899955001194,p,0.20938600017689168,77.5109743999783,77.5109743999783,77.5109743999783,77.5109743999783,77.91520599997602,77.91520599997602,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,77.91520599997602,77.91520599997602,77.91520599997602,77.91520599997602,77.91520599997602,77.91520599997602,77.91520599997602,77.91520599997602,77.91520599997602,w,0.7653143000788987,78.69209280004725,78.69209280004725,78.69209280004725,78.69209280004725,79.09573010005988,79.09573010005988,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,79.09573010005988,79.09573010005988,79.09573010005988,79.09573010005988,79.09573010005988,79.09573010005988,79.09573010005988,79.09573010005988,79.09573010005988,o,0.1928729999344796,79.2969224001281,79.2969224001281,79.2969224001281,79.2969224001281,79.70019500004128,79.70019500004128,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,79.70019500004128,79.70019500004128,79.70019500004128,79.70019500004128,79.70019500004128,79.70019500004128,79.70019500004128,79.70019500004128,79.70019500004128,q,0.17823680001311004,79.88633080013096,79.88633080013096,79.88633080013096,79.88633080013096,80.29017239995301,80.29017239995301,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,80.29017239995301,80.29017239995301,80.29017239995301,80.29017239995301,80.29017239995301,80.29017239995301,80.29017239995301,80.29017239995301,80.29017239995301,p,0.22384990006685257,80.52399699995294,80.52399699995294,80.52399699995294,80.52399699995294,80.92932210001163,80.92932210001163,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,80.92932210001163,80.92932210001163,80.92932210001163,80.92932210001163,80.92932210001163,80.92932210001163,80.92932210001163,80.92932210001163,80.92932210001163,w,0.17488310020416975,81.1156212000642,81.1156212000642,81.1156212000642,81.1156212000642,81.51944319996983,81.51944319996983,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,81.51944319996983,81.51944319996983,81.51944319996983,81.51944319996983,81.51944319996983,81.51944319996983,81.51944319996983,81.51944319996983,81.51944319996983,o,0.17320869979448617,81.6986170001328,81.6986170001328,81.6986170001328,81.6986170001328,82.10277050011791,82.10277050011791,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,82.10277050011791,82.10277050011791,82.10277050011791,82.10277050011791,82.10277050011791,82.10277050011791,82.10277050011791,82.10277050011791,82.10277050011791,q,0.599901600042358,82.71282160002738,82.71282160002738,82.71282160002738,82.71282160002738,83.116710399976,83.116710399976,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,83.116710399976,83.116710399976,83.116710399976,83.116710399976,83.116710399976,83.116710399976,83.116710399976,83.116710399976,83.116710399976,p,0.2646576000843197,83.39338549994864,83.39338549994864,83.39338549994864,83.39338549994864,83.79734140005894,83.79734140005894,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,83.79734140005894,83.79734140005894,83.79734140005894,83.79734140005894,83.79734140005894,83.79734140005894,83.79734140005894,83.79734140005894,83.79734140005894,w,0.26170639996416867,84.06756190001033,84.06756190001033,84.06756190001033,84.06756190001033,84.47071849997155,84.47071849997155,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,84.47071849997155,84.47071849997155,84.47071849997155,84.47071849997155,84.47071849997155,84.47071849997155,84.47071849997155,84.47071849997155,84.47071849997155,o,0.23081729980185628,84.71287990012206,84.71287990012206,84.71287990012206,84.71287990012206,85.11656700004824,85.11656700004824,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,85.11656700004824,85.11656700004824,85.11656700004824,85.11656700004824,85.11656700004824,85.11656700004824,85.11656700004824,85.11656700004824,85.11656700004824,q,0.22813579998910427,85.35130199999548,85.35130199999548,85.35130199999548,85.35130199999548,85.75527939992025,85.75527939992025,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,85.75527939992025,85.75527939992025,85.75527939992025,85.75527939992025,85.75527939992025,85.75527939992025,85.75527939992025,85.75527939992025,85.75527939992025,p,0.2761461001355201,86.0397660001181,86.0397660001181,86.0397660001181,86.0397660001181,86.44267280003987,86.44267280003987,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,86.44267280003987,86.44267280003987,86.44267280003987,86.44267280003987,86.44267280003987,86.44267280003987,86.44267280003987,86.44267280003987,86.44267280003987,w,0.2539729999843985,86.70591180003248,86.70591180003248,86.70591180003248,86.70591180003248,87.10972240008414,87.10972240008414,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,87.10972240008414,87.10972240008414,87.10972240008414,87.10972240008414,87.10972240008414,87.10972240008414,87.10972240008414,87.10972240008414,87.10972240008414,o,0.20001340005546808,87.31875560013577,87.31875560013577,87.31875560013577,87.31875560013577,87.72079650009982,87.72079650009982,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,87.72079650009982,87.72079650009982,87.72079650009982,87.72079650009982,87.72079650009982,87.72079650009982,87.72079650009982,87.72079650009982,87.72079650009982,q,0.20798870013095438,87.93553430004977,87.93553430004977,87.93553430004977,87.93553430004977,88.33905830001459,88.33905830001459,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,88.33905830001459,88.33905830001459,88.33905830001459,88.33905830001459,88.33905830001459,88.33905830001459,88.33905830001459,88.33905830001459,88.33905830001459,p,0.2288589000236243,88.57397389994003,88.57397389994003,88.57397389994003,88.57397389994003,88.97797950007953,88.97797950007953,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,88.97797950007953,88.97797950007953,88.97797950007953,88.97797950007953,88.97797950007953,88.97797950007953,88.97797950007953,88.97797950007953,88.97797950007953,w,0.1453895999584347,89.12952250009403,89.12952250009403,89.12952250009403,89.12952250009403,89.53320190007798,89.53320190007798,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,89.53320190007798,89.53320190007798,89.53320190007798,89.53320190007798,89.53320190007798,89.53320190007798,89.53320190007798,89.53320190007798,89.53320190007798,o,0.1511254000943154,89.6927245000843,89.6927245000843,89.6927245000843,89.6927245000843,90.09662399999797,90.09662399999797,,,,,,,,,,,sdfs,sdfsd,2023-04-12_22h05.50.281,bandit task,2022.2.5,144.05838364813337,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.09662399999797,,,,,,,
